gameid,date,hometeam,awayteam,gamesite
"ANA200404130","040413","SEA","ANA","ANA01"
"ANA200404140","040414","SEA","ANA","ANA01"
"ANA200404150","040415","SEA","ANA","ANA01"
"ANA200404160","040416","OAK","ANA","ANA01"
"ANA200404170","040417","OAK","ANA","ANA01"
"ANA200404180","040418","OAK","ANA","ANA01"
"ANA200404200","040420","TEX","ANA","ANA01"
"ANA200404210","040421","TEX","ANA","ANA01"
"ANA200404220","040422","TEX","ANA","ANA01"
"ANA200405030","040503","DET","ANA","ANA01"
"ANA200405040","040504","DET","ANA","ANA01"
"ANA200405050","040505","DET","ANA","ANA01"
"ANA200405060","040506","TBA","ANA","ANA01"
"ANA200405070","040507","TBA","ANA","ANA01"
"ANA200405080","040508","TBA","ANA","ANA01"
"ANA200405090","040509","TBA","ANA","ANA01"
"ANA200405180","040518","NYA","ANA","ANA01"
"ANA200405190","040519","NYA","ANA","ANA01"
"ANA200405200","040520","NYA","ANA","ANA01"
"ANA200405210","040521","BAL","ANA","ANA01"
"ANA200405220","040522","BAL","ANA","ANA01"
"ANA200405230","040523","BAL","ANA","ANA01"
"ANA200406010","040601","BOS","ANA","ANA01"
"ANA200406020","040602","BOS","ANA","ANA01"
"ANA200406030","040603","CLE","ANA","ANA01"
"ANA200406040","040604","CLE","ANA","ANA01"
"ANA200406050","040605","CLE","ANA","ANA01"
"ANA200406060","040606","CLE","ANA","ANA01"
"ANA200406080","040608","MIL","ANA","ANA01"
"ANA200406090","040609","MIL","ANA","ANA01"
"ANA200406100","040610","MIL","ANA","ANA01"
"ANA200406110","040611","CHN","ANA","ANA01"
"ANA200406120","040612","CHN","ANA","ANA01"
"ANA200406130","040613","CHN","ANA","ANA01"
"ANA200406210","040621","OAK","ANA","ANA01"
"ANA200406220","040622","OAK","ANA","ANA01"
"ANA200406230","040623","OAK","ANA","ANA01"
"ANA200406240","040624","OAK","ANA","ANA01"
"ANA200407020","040702","LAN","ANA","ANA01"
"ANA200407030","040703","LAN","ANA","ANA01"
"ANA200407040","040704","LAN","ANA","ANA01"
"ANA200407150","040715","BOS","ANA","ANA01"
"ANA200407160","040716","BOS","ANA","ANA01"
"ANA200407170","040717","BOS","ANA","ANA01"
"ANA200407180","040718","BOS","ANA","ANA01"
"ANA200407190","040719","CLE","ANA","ANA01"
"ANA200407200","040720","CLE","ANA","ANA01"
"ANA200407260","040726","TEX","ANA","ANA01"
"ANA200407270","040727","TEX","ANA","ANA01"
"ANA200407280","040728","TEX","ANA","ANA01"
"ANA200407290","040729","SEA","ANA","ANA01"
"ANA200407300","040730","SEA","ANA","ANA01"
"ANA200407310","040731","SEA","ANA","ANA01"
"ANA200408010","040801","SEA","ANA","ANA01"
"ANA200408100","040810","BAL","ANA","ANA01"
"ANA200408110","040811","BAL","ANA","ANA01"
"ANA200408120","040812","BAL","ANA","ANA01"
"ANA200408130","040813","DET","ANA","ANA01"
"ANA200408140","040814","DET","ANA","ANA01"
"ANA200408150","040815","DET","ANA","ANA01"
"ANA200408230","040823","KCA","ANA","ANA01"
"ANA200408240","040824","KCA","ANA","ANA01"
"ANA200408250","040825","KCA","ANA","ANA01"
"ANA200408270","040827","MIN","ANA","ANA01"
"ANA200408280","040828","MIN","ANA","ANA01"
"ANA200408290","040829","MIN","ANA","ANA01"
"ANA200409070","040907","TOR","ANA","ANA01"
"ANA200409080","040908","TOR","ANA","ANA01"
"ANA200409090","040909","TOR","ANA","ANA01"
"ANA200409100","040910","CHA","ANA","ANA01"
"ANA200409110","040911","CHA","ANA","ANA01"
"ANA200409120","040912","CHA","ANA","ANA01"
"ANA200409170","040917","TEX","ANA","ANA01"
"ANA200409180","040918","TEX","ANA","ANA01"
"ANA200409190","040919","TEX","ANA","ANA01"
"ANA200409200","040920","SEA","ANA","ANA01"
"ANA200409210","040921","SEA","ANA","ANA01"
"ANA200409220","040922","SEA","ANA","ANA01"
"ANA200409240","040924","OAK","ANA","ANA01"
"ANA200409250","040925","OAK","ANA","ANA01"
"ANA200409260","040926","OAK","ANA","ANA01"
"ARI200404060","040406","COL","ARI","PHO01"
"ARI200404070","040407","COL","ARI","PHO01"
"ARI200404080","040408","COL","ARI","PHO01"
"ARI200404090","040409","SLN","ARI","PHO01"
"ARI200404100","040410","SLN","ARI","PHO01"
"ARI200404110","040411","SLN","ARI","PHO01"
"ARI200404230","040423","SDN","ARI","PHO01"
"ARI200404240","040424","SDN","ARI","PHO01"
"ARI200404250","040425","SDN","ARI","PHO01"
"ARI200404260","040426","CHN","ARI","PHO01"
"ARI200404270","040427","CHN","ARI","PHO01"
"ARI200404280","040428","CHN","ARI","PHO01"
"ARI200405070","040507","PHI","ARI","PHO01"
"ARI200405080","040508","PHI","ARI","PHO01"
"ARI200405090","040509","PHI","ARI","PHO01"
"ARI200405100","040510","NYN","ARI","PHO01"
"ARI200405110","040511","NYN","ARI","PHO01"
"ARI200405120","040512","NYN","ARI","PHO01"
"ARI200405130","040513","NYN","ARI","PHO01"
"ARI200405140","040514","MON","ARI","PHO01"
"ARI200405150","040515","MON","ARI","PHO01"
"ARI200405160","040516","MON","ARI","PHO01"
"ARI200405310","040531","SFN","ARI","PHO01"
"ARI200406010","040601","SFN","ARI","PHO01"
"ARI200406020","040602","SFN","ARI","PHO01"
"ARI200406030","040603","SFN","ARI","PHO01"
"ARI200406040","040604","LAN","ARI","PHO01"
"ARI200406050","040605","LAN","ARI","PHO01"
"ARI200406060","040606","LAN","ARI","PHO01"
"ARI200406150","040615","NYA","ARI","PHO01"
"ARI200406160","040616","NYA","ARI","PHO01"
"ARI200406170","040617","NYA","ARI","PHO01"
"ARI200406180","040618","TBA","ARI","PHO01"
"ARI200406190","040619","TBA","ARI","PHO01"
"ARI200406200","040620","TBA","ARI","PHO01"
"ARI200406280","040628","SDN","ARI","PHO01"
"ARI200406290","040629","SDN","ARI","PHO01"
"ARI200406300","040630","SDN","ARI","PHO01"
"ARI200407010","040701","SDN","ARI","PHO01"
"ARI200407020","040702","MIN","ARI","PHO01"
"ARI200407030","040703","MIN","ARI","PHO01"
"ARI200407040","040704","MIN","ARI","PHO01"
"ARI200407150","040715","LAN","ARI","PHO01"
"ARI200407160","040716","LAN","ARI","PHO01"
"ARI200407170","040717","LAN","ARI","PHO01"
"ARI200407180","040718","LAN","ARI","PHO01"
"ARI200407190","040719","SFN","ARI","PHO01"
"ARI200407200","040720","SFN","ARI","PHO01"
"ARI200407210","040721","HOU","ARI","PHO01"
"ARI200407220","040722","HOU","ARI","PHO01"
"ARI200407230","040723","COL","ARI","PHO01"
"ARI200407240","040724","COL","ARI","PHO01"
"ARI200407250","040725","COL","ARI","PHO01"
"ARI200408030","040803","FLO","ARI","PHO01"
"ARI200408040","040804","FLO","ARI","PHO01"
"ARI200408050","040805","FLO","ARI","PHO01"
"ARI200408060","040806","ATL","ARI","PHO01"
"ARI200408070","040807","ATL","ARI","PHO01"
"ARI200408080","040808","ATL","ARI","PHO01"
"ARI200408160","040816","PIT","ARI","PHO01"
"ARI200408170","040817","PIT","ARI","PHO01"
"ARI200408180","040818","PIT","ARI","PHO01"
"ARI200408200","040820","CIN","ARI","PHO01"
"ARI200408210","040821","CIN","ARI","PHO01"
"ARI200408220","040822","CIN","ARI","PHO01"
"ARI200408310","040831","LAN","ARI","PHO01"
"ARI200409010","040901","LAN","ARI","PHO01"
"ARI200409020","040902","LAN","ARI","PHO01"
"ARI200409100","040910","SFN","ARI","PHO01"
"ARI200409110","040911","SFN","ARI","PHO01"
"ARI200409120","040912","SFN","ARI","PHO01"
"ARI200409130","040913","COL","ARI","PHO01"
"ARI200409140","040914","COL","ARI","PHO01"
"ARI200409150","040915","COL","ARI","PHO01"
"ARI200409160","040916","COL","ARI","PHO01"
"ARI200409270","040927","MIL","ARI","PHO01"
"ARI200409280","040928","MIL","ARI","PHO01"
"ARI200409290","040929","MIL","ARI","PHO01"
"ARI200410010","041001","SDN","ARI","PHO01"
"ARI200410020","041002","SDN","ARI","PHO01"
"ARI200410030","041003","SDN","ARI","PHO01"
"ATL200404060","040406","NYN","ATL","ATL02"
"ATL200404070","040407","NYN","ATL","ATL02"
"ATL200404080","040408","NYN","ATL","ATL02"
"ATL200404090","040409","CHN","ATL","ATL02"
"ATL200404100","040410","CHN","ATL","ATL02"
"ATL200404110","040411","CHN","ATL","ATL02"
"ATL200404160","040416","FLO","ATL","ATL02"
"ATL200404170","040417","FLO","ATL","ATL02"
"ATL200404180","040418","FLO","ATL","ATL02"
"ATL200405040","040504","SDN","ATL","ATL02"
"ATL200405050","040505","SDN","ATL","ATL02"
"ATL200405060","040506","SDN","ATL","ATL02"
"ATL200405070","040507","HOU","ATL","ATL02"
"ATL200405080","040508","HOU","ATL","ATL02"
"ATL200405090","040509","HOU","ATL","ATL02"
"ATL200405180","040518","ARI","ATL","ATL02"
"ATL200405190","040519","ARI","ATL","ATL02"
"ATL200405200","040520","ARI","ATL","ATL02"
"ATL200405210","040521","LAN","ATL","ATL02"
"ATL200405220","040522","LAN","ATL","ATL02"
"ATL200405230","040523","LAN","ATL","ATL02"
"ATL200405310","040531","MON","ATL","ATL02"
"ATL200406010","040601","MON","ATL","ATL02"
"ATL200406020","040602","MON","ATL","ATL02"
"ATL200406030","040603","PHI","ATL","ATL02"
"ATL200406040","040604","PHI","ATL","ATL02"
"ATL200406050","040605","PHI","ATL","ATL02"
"ATL200406060","040606","PHI","ATL","ATL02"
"ATL200406150","040615","KCA","ATL","ATL02"
"ATL200406160","040616","KCA","ATL","ATL02"
"ATL200406170","040617","KCA","ATL","ATL02"
"ATL200406180","040618","CLE","ATL","ATL02"
"ATL200406190","040619","CLE","ATL","ATL02"
"ATL200406200","040620","CLE","ATL","ATL02"
"ATL200406280","040628","FLO","ATL","ATL02"
"ATL200406290","040629","FLO","ATL","ATL02"
"ATL200406300","040630","FLO","ATL","ATL02"
"ATL200407010","040701","FLO","ATL","ATL02"
"ATL200407020","040702","BOS","ATL","ATL02"
"ATL200407030","040703","BOS","ATL","ATL02"
"ATL200407040","040704","BOS","ATL","ATL02"
"ATL200407150","040715","MON","ATL","ATL02"
"ATL200407160","040716","MON","ATL","ATL02"
"ATL200407170","040717","MON","ATL","ATL02"
"ATL200407180","040718","MON","ATL","ATL02"
"ATL200407190","040719","PHI","ATL","ATL02"
"ATL200407200","040720","PHI","ATL","ATL02"
"ATL200407210","040721","PIT","ATL","ATL02"
"ATL200407220","040722","PIT","ATL","ATL02"
"ATL200407300","040730","NYN","ATL","ATL02"
"ATL200407310","040731","NYN","ATL","ATL02"
"ATL200408010","040801","NYN","ATL","ATL02"
"ATL200408100","040810","MIL","ATL","ATL02"
"ATL200408110","040811","MIL","ATL","ATL02"
"ATL200408120","040812","MIL","ATL","ATL02"
"ATL200408130","040813","SLN","ATL","ATL02"
"ATL200408140","040814","SLN","ATL","ATL02"
"ATL200408150","040815","SLN","ATL","ATL02"
"ATL200408240","040824","COL","ATL","ATL02"
"ATL200408250","040825","COL","ATL","ATL02"
"ATL200408260","040826","COL","ATL","ATL02"
"ATL200408270","040827","SFN","ATL","ATL02"
"ATL200408280","040828","SFN","ATL","ATL02"
"ATL200408290","040829","SFN","ATL","ATL02"
"ATL200408300","040830","SFN","ATL","ATL02"
"ATL200409060","040906","PHI","ATL","ATL02"
"ATL200409081","040908","PHI","ATL","ATL02"
"ATL200409082","040908","PHI","ATL","ATL02"
"ATL200409090","040909","PHI","ATL","ATL02"
"ATL200409100","040910","MON","ATL","ATL02"
"ATL200409110","040911","MON","ATL","ATL02"
"ATL200409120","040912","MON","ATL","ATL02"
"ATL200409210","040921","CIN","ATL","ATL02"
"ATL200409220","040922","CIN","ATL","ATL02"
"ATL200409230","040923","CIN","ATL","ATL02"
"ATL200409240","040924","FLO","ATL","ATL02"
"ATL200409250","040925","FLO","ATL","ATL02"
"ATL200409260","040926","FLO","ATL","ATL02"
"ATL200409281","040928","NYN","ATL","ATL02"
"ATL200409282","040928","NYN","ATL","ATL02"
"ATL200409290","040929","NYN","ATL","ATL02"
"BAL200404040","040404","BOS","BAL","BAL12"
"BAL200404060","040406","BOS","BAL","BAL12"
"BAL200404070","040407","BOS","BAL","BAL12"
"BAL200404080","040408","BOS","BAL","BAL12"
"BAL200404200","040420","TBA","BAL","BAL12"
"BAL200404210","040421","TBA","BAL","BAL12"
"BAL200404220","040422","TBA","BAL","BAL12"
"BAL200404230","040423","TOR","BAL","BAL12"
"BAL200404240","040424","TOR","BAL","BAL12"
"BAL200404250","040425","TOR","BAL","BAL12"
"BAL200404270","040427","SEA","BAL","BAL12"
"BAL200404280","040428","SEA","BAL","BAL12"
"BAL200404290","040429","SEA","BAL","BAL12"
"BAL200405030","040503","CHA","BAL","BAL12"
"BAL200405040","040504","CHA","BAL","BAL12"
"BAL200405050","040505","CHA","BAL","BAL12"
"BAL200405070","040507","CLE","BAL","BAL12"
"BAL200405080","040508","CLE","BAL","BAL12"
"BAL200405090","040509","CLE","BAL","BAL12"
"BAL200405140","040514","ANA","BAL","BAL12"
"BAL200405150","040515","ANA","BAL","BAL12"
"BAL200405160","040516","ANA","BAL","BAL12"
"BAL200405250","040525","NYA","BAL","BAL12"
"BAL200405260","040526","NYA","BAL","BAL12"
"BAL200405270","040527","NYA","BAL","BAL12"
"BAL200406040","040604","TBA","BAL","BAL12"
"BAL200406060","040606","TBA","BAL","BAL12"
"BAL200406080","040608","ARI","BAL","BAL12"
"BAL200406090","040609","ARI","BAL","BAL12"
"BAL200406100","040610","ARI","BAL","BAL12"
"BAL200406121","040612","SFN","BAL","BAL12"
"BAL200406122","040612","SFN","BAL","BAL12"
"BAL200406130","040613","SFN","BAL","BAL12"
"BAL200406220","040622","NYA","BAL","BAL12"
"BAL200406230","040623","NYA","BAL","BAL12"
"BAL200406240","040624","NYA","BAL","BAL12"
"BAL200406250","040625","ATL","BAL","BAL12"
"BAL200406260","040626","ATL","BAL","BAL12"
"BAL200406270","040627","ATL","BAL","BAL12"
"BAL200407051","040705","TBA","BAL","BAL12"
"BAL200407052","040705","TBA","BAL","BAL12"
"BAL200407060","040706","TBA","BAL","BAL12"
"BAL200407070","040707","TBA","BAL","BAL12"
"BAL200407090","040709","KCA","BAL","BAL12"
"BAL200407100","040710","KCA","BAL","BAL12"
"BAL200407110","040711","KCA","BAL","BAL12"
"BAL200407230","040723","MIN","BAL","BAL12"
"BAL200407240","040724","MIN","BAL","BAL12"
"BAL200407250","040725","MIN","BAL","BAL12"
"BAL200407260","040726","BOS","BAL","BAL12"
"BAL200407280","040728","BOS","BAL","BAL12"
"BAL200408031","040803","SEA","BAL","BAL12"
"BAL200408032","040803","SEA","BAL","BAL12"
"BAL200408040","040804","SEA","BAL","BAL12"
"BAL200408060","040806","TEX","BAL","BAL12"
"BAL200408070","040807","TEX","BAL","BAL12"
"BAL200408080","040808","TEX","BAL","BAL12"
"BAL200408090","040809","TEX","BAL","BAL12"
"BAL200408160","040816","OAK","BAL","BAL12"
"BAL200408170","040817","OAK","BAL","BAL12"
"BAL200408180","040818","OAK","BAL","BAL12"
"BAL200408200","040820","TOR","BAL","BAL12"
"BAL200408210","040821","TOR","BAL","BAL12"
"BAL200408220","040822","TOR","BAL","BAL12"
"BAL200409060","040906","MIN","BAL","BAL12"
"BAL200409070","040907","MIN","BAL","BAL12"
"BAL200409080","040908","MIN","BAL","BAL12"
"BAL200409100","040910","NYA","BAL","BAL12"
"BAL200409110","040911","NYA","BAL","BAL12"
"BAL200409120","040912","NYA","BAL","BAL12"
"BAL200409240","040924","DET","BAL","BAL12"
"BAL200409250","040925","DET","BAL","BAL12"
"BAL200409260","040926","DET","BAL","BAL12"
"BAL200409270","040927","TOR","BAL","BAL12"
"BAL200409291","040929","TOR","BAL","BAL12"
"BAL200409292","040929","TOR","BAL","BAL12"
"BAL200409300","040930","TOR","BAL","BAL12"
"BAL200410010","041001","BOS","BAL","BAL12"
"BAL200410021","041002","BOS","BAL","BAL12"
"BAL200410022","041002","BOS","BAL","BAL12"
"BAL200410030","041003","BOS","BAL","BAL12"
"BOS200404090","040409","TOR","BOS","BOS07"
"BOS200404100","040410","TOR","BOS","BOS07"
"BOS200404110","040411","TOR","BOS","BOS07"
"BOS200404150","040415","BAL","BOS","BOS07"
"BOS200404160","040416","NYA","BOS","BOS07"
"BOS200404170","040417","NYA","BOS","BOS07"
"BOS200404180","040418","NYA","BOS","BOS07"
"BOS200404190","040419","NYA","BOS","BOS07"
"BOS200404280","040428","TBA","BOS","BOS07"
"BOS200404291","040429","TBA","BOS","BOS07"
"BOS200404292","040429","TBA","BOS","BOS07"
"BOS200405070","040507","KCA","BOS","BOS07"
"BOS200405080","040508","KCA","BOS","BOS07"
"BOS200405090","040509","KCA","BOS","BOS07"
"BOS200405100","040510","CLE","BOS","BOS07"
"BOS200405110","040511","CLE","BOS","BOS07"
"BOS200405120","040512","CLE","BOS","BOS07"
"BOS200405210","040521","TOR","BOS","BOS07"
"BOS200405220","040522","TOR","BOS","BOS07"
"BOS200405230","040523","TOR","BOS","BOS07"
"BOS200405250","040525","OAK","BOS","BOS07"
"BOS200405260","040526","OAK","BOS","BOS07"
"BOS200405270","040527","OAK","BOS","BOS07"
"BOS200405280","040528","SEA","BOS","BOS07"
"BOS200405290","040529","SEA","BOS","BOS07"
"BOS200405300","040530","SEA","BOS","BOS07"
"BOS200405310","040531","BAL","BOS","BOS07"
"BOS200406080","040608","SDN","BOS","BOS07"
"BOS200406090","040609","SDN","BOS","BOS07"
"BOS200406100","040610","SDN","BOS","BOS07"
"BOS200406110","040611","LAN","BOS","BOS07"
"BOS200406120","040612","LAN","BOS","BOS07"
"BOS200406130","040613","LAN","BOS","BOS07"
"BOS200406220","040622","MIN","BOS","BOS07"
"BOS200406230","040623","MIN","BOS","BOS07"
"BOS200406240","040624","MIN","BOS","BOS07"
"BOS200406250","040625","PHI","BOS","BOS07"
"BOS200406260","040626","PHI","BOS","BOS07"
"BOS200406270","040627","PHI","BOS","BOS07"
"BOS200407060","040706","OAK","BOS","BOS07"
"BOS200407070","040707","OAK","BOS","BOS07"
"BOS200407080","040708","OAK","BOS","BOS07"
"BOS200407090","040709","TEX","BOS","BOS07"
"BOS200407100","040710","TEX","BOS","BOS07"
"BOS200407110","040711","TEX","BOS","BOS07"
"BOS200407210","040721","BAL","BOS","BOS07"
"BOS200407221","040722","BAL","BOS","BOS07"
"BOS200407222","040722","BAL","BOS","BOS07"
"BOS200407230","040723","NYA","BOS","BOS07"
"BOS200407240","040724","NYA","BOS","BOS07"
"BOS200407250","040725","NYA","BOS","BOS07"
"BOS200408090","040809","TBA","BOS","BOS07"
"BOS200408100","040810","TBA","BOS","BOS07"
"BOS200408110","040811","TBA","BOS","BOS07"
"BOS200408120","040812","TBA","BOS","BOS07"
"BOS200408130","040813","CHA","BOS","BOS07"
"BOS200408140","040814","CHA","BOS","BOS07"
"BOS200408150","040815","CHA","BOS","BOS07"
"BOS200408160","040816","TOR","BOS","BOS07"
"BOS200408170","040817","TOR","BOS","BOS07"
"BOS200408180","040818","TOR","BOS","BOS07"
"BOS200408260","040826","DET","BOS","BOS07"
"BOS200408270","040827","DET","BOS","BOS07"
"BOS200408280","040828","DET","BOS","BOS07"
"BOS200408290","040829","DET","BOS","BOS07"
"BOS200408310","040831","ANA","BOS","BOS07"
"BOS200409010","040901","ANA","BOS","BOS07"
"BOS200409020","040902","ANA","BOS","BOS07"
"BOS200409030","040903","TEX","BOS","BOS07"
"BOS200409040","040904","TEX","BOS","BOS07"
"BOS200409050","040905","TEX","BOS","BOS07"
"BOS200409140","040914","TBA","BOS","BOS07"
"BOS200409150","040915","TBA","BOS","BOS07"
"BOS200409160","040916","TBA","BOS","BOS07"
"BOS200409200","040920","BAL","BOS","BOS07"
"BOS200409210","040921","BAL","BOS","BOS07"
"BOS200409220","040922","BAL","BOS","BOS07"
"BOS200409230","040923","BAL","BOS","BOS07"
"BOS200409240","040924","NYA","BOS","BOS07"
"BOS200409250","040925","NYA","BOS","BOS07"
"BOS200409260","040926","NYA","BOS","BOS07"
"CHA200404130","040413","KCA","CHA","CHI12"
"CHA200404140","040414","KCA","CHA","CHI12"
"CHA200404150","040415","KCA","CHA","CHI12"
"CHA200404200","040420","NYA","CHA","CHI12"
"CHA200404210","040421","NYA","CHA","CHI12"
"CHA200404220","040422","NYA","CHA","CHI12"
"CHA200404230","040423","TBA","CHA","CHI12"
"CHA200404240","040424","TBA","CHA","CHI12"
"CHA200404250","040425","TBA","CHA","CHI12"
"CHA200404270","040427","CLE","CHA","CHI12"
"CHA200404280","040428","CLE","CHA","CHI12"
"CHA200404290","040429","TOR","CHA","CHI12"
"CHA200405011","040501","TOR","CHA","CHI12"
"CHA200405012","040501","TOR","CHA","CHI12"
"CHA200405020","040502","TOR","CHA","CHI12"
"CHA200405110","040511","BAL","CHA","CHI12"
"CHA200405131","040513","BAL","CHA","CHI12"
"CHA200405132","040513","BAL","CHA","CHI12"
"CHA200405140","040514","MIN","CHA","CHI12"
"CHA200405150","040515","MIN","CHA","CHI12"
"CHA200405160","040516","MIN","CHA","CHI12"
"CHA200405250","040525","TEX","CHA","CHI12"
"CHA200405260","040526","TEX","CHA","CHI12"
"CHA200405270","040527","TEX","CHA","CHI12"
"CHA200405280","040528","ANA","CHA","CHI12"
"CHA200405290","040529","ANA","CHA","CHI12"
"CHA200405300","040530","ANA","CHA","CHI12"
"CHA200406080","040608","PHI","CHA","CHI12"
"CHA200406090","040609","PHI","CHA","CHI12"
"CHA200406110","040611","ATL","CHA","CHI12"
"CHA200406120","040612","ATL","CHA","CHI12"
"CHA200406130","040613","ATL","CHA","CHI12"
"CHA200406210","040621","CLE","CHA","CHI12"
"CHA200406220","040622","CLE","CHA","CHI12"
"CHA200406230","040623","CLE","CHA","CHI12"
"CHA200406240","040624","CLE","CHA","CHI12"
"CHA200406250","040625","CHN","CHA","CHI12"
"CHA200406260","040626","CHN","CHA","CHI12"
"CHA200406270","040627","CHN","CHA","CHI12"
"CHA200407060","040706","ANA","CHA","CHI12"
"CHA200407070","040707","ANA","CHA","CHI12"
"CHA200407080","040708","ANA","CHA","CHI12"
"CHA200407090","040709","SEA","CHA","CHI12"
"CHA200407100","040710","SEA","CHA","CHI12"
"CHA200407110","040711","SEA","CHA","CHI12"
"CHA200407230","040723","DET","CHA","CHI12"
"CHA200407240","040724","DET","CHA","CHI12"
"CHA200407250","040725","DET","CHA","CHI12"
"CHA200407260","040726","MIN","CHA","CHI12"
"CHA200407270","040727","MIN","CHA","CHI12"
"CHA200407280","040728","MIN","CHA","CHI12"
"CHA200408060","040806","CLE","CHA","CHI12"
"CHA200408070","040807","CLE","CHA","CHI12"
"CHA200408080","040808","CLE","CHA","CHI12"
"CHA200408090","040809","CLE","CHA","CHI12"
"CHA200408100","040810","KCA","CHA","CHI12"
"CHA200408110","040811","KCA","CHA","CHI12"
"CHA200408120","040812","KCA","CHA","CHI12"
"CHA200408170","040817","DET","CHA","CHI12"
"CHA200408180","040818","DET","CHA","CHI12"
"CHA200408190","040819","DET","CHA","CHI12"
"CHA200408200","040820","BOS","CHA","CHI12"
"CHA200408210","040821","BOS","CHA","CHI12"
"CHA200408220","040822","BOS","CHA","CHI12"
"CHA200408300","040830","PHI","CHA","CHI12"
"CHA200408310","040831","OAK","CHA","CHI12"
"CHA200409010","040901","OAK","CHA","CHI12"
"CHA200409020","040902","OAK","CHA","CHI12"
"CHA200409030","040903","SEA","CHA","CHI12"
"CHA200409040","040904","SEA","CHA","CHI12"
"CHA200409050","040905","SEA","CHA","CHI12"
"CHA200409170","040917","DET","CHA","CHI12"
"CHA200409180","040918","DET","CHA","CHI12"
"CHA200409190","040919","DET","CHA","CHI12"
"CHA200409200","040920","MIN","CHA","CHI12"
"CHA200409210","040921","MIN","CHA","CHI12"
"CHA200409220","040922","MIN","CHA","CHI12"
"CHA200409230","040923","KCA","CHA","CHI12"
"CHA200409240","040924","KCA","CHA","CHI12"
"CHA200409250","040925","KCA","CHA","CHI12"
"CHA200409260","040926","KCA","CHA","CHI12"
"CHN200404120","040412","PIT","CHN","CHI11"
"CHN200404140","040414","PIT","CHN","CHI11"
"CHN200404150","040415","PIT","CHN","CHI11"
"CHN200404160","040416","CIN","CHN","CHI11"
"CHN200404170","040417","CIN","CHN","CHI11"
"CHN200404180","040418","CIN","CHN","CHI11"
"CHN200404190","040419","CIN","CHN","CHI11"
"CHN200404230","040423","NYN","CHN","CHI11"
"CHN200404240","040424","NYN","CHN","CHI11"
"CHN200404250","040425","NYN","CHN","CHI11"
"CHN200405040","040504","ARI","CHN","CHI11"
"CHN200405050","040505","ARI","CHN","CHI11"
"CHN200405060","040506","ARI","CHN","CHI11"
"CHN200405070","040507","COL","CHN","CHI11"
"CHN200405080","040508","COL","CHN","CHI11"
"CHN200405090","040509","COL","CHN","CHI11"
"CHN200405180","040518","SFN","CHN","CHI11"
"CHN200405190","040519","SFN","CHN","CHI11"
"CHN200405200","040520","SFN","CHN","CHI11"
"CHN200405210","040521","SLN","CHN","CHI11"
"CHN200405220","040522","SLN","CHN","CHI11"
"CHN200405230","040523","SLN","CHN","CHI11"
"CHN200405310","040531","HOU","CHN","CHI11"
"CHN200406010","040601","HOU","CHN","CHI11"
"CHN200406020","040602","HOU","CHN","CHI11"
"CHN200406040","040604","PIT","CHN","CHI11"
"CHN200406050","040605","PIT","CHN","CHI11"
"CHN200406060","040606","PIT","CHN","CHI11"
"CHN200406070","040607","SLN","CHN","CHI11"
"CHN200406080","040608","SLN","CHN","CHI11"
"CHN200406090","040609","SLN","CHN","CHI11"
"CHN200406100","040610","SLN","CHN","CHI11"
"CHN200406180","040618","OAK","CHN","CHI11"
"CHN200406190","040619","OAK","CHN","CHI11"
"CHN200406200","040620","OAK","CHN","CHI11"
"CHN200406290","040629","HOU","CHN","CHI11"
"CHN200406300","040630","HOU","CHN","CHI11"
"CHN200407010","040701","HOU","CHN","CHI11"
"CHN200407020","040702","CHA","CHN","CHI11"
"CHN200407030","040703","CHA","CHN","CHI11"
"CHN200407040","040704","CHA","CHN","CHI11"
"CHN200407150","040715","MIL","CHN","CHI11"
"CHN200407160","040716","MIL","CHN","CHI11"
"CHN200407170","040717","MIL","CHN","CHI11"
"CHN200407180","040718","MIL","CHN","CHI11"
"CHN200407190","040719","SLN","CHN","CHI11"
"CHN200407200","040720","SLN","CHN","CHI11"
"CHN200407210","040721","CIN","CHN","CHI11"
"CHN200407220","040722","CIN","CHN","CHI11"
"CHN200407300","040730","PHI","CHN","CHI11"
"CHN200407310","040731","PHI","CHN","CHI11"
"CHN200408010","040801","PHI","CHN","CHI11"
"CHN200408100","040810","SDN","CHN","CHI11"
"CHN200408110","040811","SDN","CHN","CHI11"
"CHN200408120","040812","SDN","CHN","CHI11"
"CHN200408130","040813","LAN","CHN","CHI11"
"CHN200408140","040814","LAN","CHN","CHI11"
"CHN200408150","040815","LAN","CHN","CHI11"
"CHN200408230","040823","MIL","CHN","CHI11"
"CHN200408240","040824","MIL","CHN","CHI11"
"CHN200408250","040825","MIL","CHN","CHI11"
"CHN200408260","040826","HOU","CHN","CHI11"
"CHN200408270","040827","HOU","CHN","CHI11"
"CHN200408280","040828","HOU","CHN","CHI11"
"CHN200408290","040829","HOU","CHN","CHI11"
"CHN200409060","040906","MON","CHN","CHI11"
"CHN200409070","040907","MON","CHN","CHI11"
"CHN200409080","040908","MON","CHN","CHI11"
"CHN200409101","040910","FLO","CHN","CHI11"
"CHN200409102","040910","FLO","CHN","CHI11"
"CHN200409110","040911","FLO","CHN","CHI11"
"CHN200409120","040912","FLO","CHN","CHI11"
"CHN200409130","040913","PIT","CHN","CHI11"
"CHN200409140","040914","PIT","CHN","CHI11"
"CHN200409150","040915","PIT","CHN","CHI11"
